YearWeek,PM2.5,PM10
2014-1,29.147540983606557,49.87301587301587
2014-10,16.23404255319149,32.148936170212764
2014-11,17.3,41.3
2014-12,17.166666666666668,42.0
2014-13,13.714285714285714,29.214285714285715
2014-14,8.75,20.891304347826086
2014-15,21.625,35.8
2014-16,29.818181818181817,47.27272727272727
2014-17,12.263157894736842,23.0
2014-18,18.517857142857142,38.089285714285715
2014-19,16.107142857142858,33.214285714285715
2014-2,28.435897435897434,51.82051282051282
2014-20,14.76923076923077,37.92307692307692
2014-21,17.444444444444443,29.444444444444443
2014-22,27.818181818181817,37.666666666666664
2014-23,25.28205128205128,37.794871794871796
2014-24,24.714285714285715,35.5
2014-25,22.8,33.6
2014-26,25.22222222222222,31.25925925925926
2014-27,36.58536585365854,39.61904761904762
2014-28,21.391304347826086,25.043478260869566
2014-29,21.125,22.125
2014-3,15.0,36.93333333333333
2014-30,24.5,35.083333333333336
2014-31,23.454545454545453,30.295454545454547
2014-32,19.142857142857142,22.714285714285715
2014-33,21.4,24.8
2014-34,14.0,19.928571428571427
2014-35,20.27027027027027,36.270270270270274
2014-36,22.452380952380953,31.976190476190474
2014-37,27.5,47.125
2014-38,20.333333333333332,40.333333333333336
2014-39,16.310344827586206,32.37931034482759
2014-4,20.833333333333332,42.5
2014-40,20.257142857142856,39.542857142857144
2014-41,25.1,46.8
2014-42,29.0,43.857142857142854
2014-43,18.235294117647058,38.088235294117645
2014-44,14.340425531914894,35.4468085106383
2014-45,11.4,31.533333333333335
2014-46,11.166666666666666,23.583333333333332
2014-47,13.833333333333334,32.333333333333336
2014-48,14.405405405405405,31.16216216216216
2014-49,14.235294117647058,24.0
2014-5,19.62264150943396,36.16981132075472
2014-50,17.25,24.3
2014-51,15.0,28.0
2014-52,12.457142857142857,28.771428571428572
2014-6,12.814814814814815,22.666666666666668
2014-7,27.4,53.0
2014-8,22.0,47.333333333333336
2014-9,9.53125,19.40625
2015-1,31.235294117647058,55.529411764705884
2015-10,8.4,23.46153846153846
2015-11,15.555555555555555,33.55555555555556
2015-12,16.0,36.666666666666664
2015-13,13.956521739130435,30.73913043478261
2015-14,17.1,38.6
2015-15,14.933333333333334,22.466666666666665
2015-16,18.0,71.0
2015-17,12.11111111111111,20.74074074074074
2015-18,20.67391304347826,38.869565217391305
2015-19,16.0,21.5
2015-2,17.5625,29.75
2015-20,11.0,21.0
2015-21,6.75,26.5
2015-22,23.5531914893617,33.020833333333336
2015-23,19.583333333333332,30.333333333333332
2015-24,14.5,28.625
2015-26,20.977272727272727,36.43181818181818
2015-27,15.0,27.444444444444443
2015-28,13.666666666666666,27.444444444444443
2015-29,14.833333333333334,28.083333333333332
2015-3,27.0,37.0
2015-30,12.166666666666666,17.333333333333332
2015-31,22.5,33.5
2015-32,16.2,29.8
2015-33,22.166666666666668,60.666666666666664
2015-34,23.35,37.89473684210526
2015-35,23.515151515151516,42.23529411764706
2015-36,13.11111111111111,32.0
2015-37,16.133333333333333,36.46666666666667
2015-38,16.266666666666666,32.93333333333333
2015-39,19.527272727272727,38.836363636363636
2015-4,30.736842105263158,49.05263157894737
2015-40,15.304347826086957,35.5
2015-41,21.77777777777778,41.22222222222222
2015-42,14.5,19.0
2015-43,13.743589743589743,32.69230769230769
2015-44,15.571428571428571,46.689655172413794
2015-45,8.571428571428571,28.642857142857142
2015-46,7.0,47.5
2015-47,,42.0
2015-48,,26.717391304347824
2015-49,,30.083333333333332
2015-5,11.76086956521739,25.17391304347826
2015-50,,28.857142857142858
2015-51,,24.5
2015-52,,24.754716981132077
2015-53,,32.5625
2015-6,15.833333333333334,33.833333333333336
2015-7,11.454545454545455,27.272727272727273
2015-8,43.0,60.5
2015-9,9.358490566037736,24.59259259259259
2016-1,,18.4
2016-10,7.0,23.666666666666668
2016-11,32.27777777777778,50.72222222222222
2016-12,15.2,35.6
2016-13,13.058823529411764,36.0
2016-14,13.588235294117647,34.588235294117645
2016-15,9.4,29.4
2016-16,10.4,34.17777777777778
2016-17,11.1,37.25
2016-18,10.666666666666666,27.416666666666668
2016-19,16.833333333333332,29.5
2016-2,24.666666666666668,37.25
2016-20,11.170731707317072,25.853658536585368
2016-21,7.852941176470588,22.264705882352942
2016-22,38.0,48.54545454545455
2016-23,10.333333333333334,26.666666666666668
2016-24,14.545454545454545,38.31818181818182
2016-25,21.305555555555557,41.611111111111114
2016-26,21.23076923076923,35.53846153846154
2016-27,9.777777777777779,16.333333333333332
2016-28,9.9,20.8
2016-29,13.4375,38.729166666666664
2016-3,17.32,32.98
2016-30,14.25,30.75
2016-31,9.9,20.666666666666668
2016-32,15.692307692307692,29.846153846153847
2016-33,11.0,25.91891891891892
2016-34,15.777777777777779,37.7037037037037
2016-35,20.125,43.0
2016-36,17.0,42.0
2016-37,15.681818181818182,40.35
2016-38,15.903225806451612,38.41935483870968
2016-39,13.181818181818182,40.63636363636363
2016-4,8.75,28.28125
2016-40,11.333333333333334,45.0
2016-41,8.75,18.0625
2016-42,10.024390243902438,31.609756097560975
2016-43,9.777777777777779,22.22222222222222
2016-44,12.5,33.833333333333336
2016-45,13.714285714285714,35.714285714285715
2016-46,15.911111111111111,50.6
2016-47,9.210526315789474,24.2
2016-48,14.625,37.125
2016-49,20.5,39.0
2016-5,8.75,27.5
2016-50,17.536585365853657,30.58823529411765
2016-51,8.757575757575758,30.9
2016-52,8.6,20.666666666666668
2016-53,,40.333333333333336
2016-7,13.941176470588236,32.705882352941174
2016-8,13.95,32.825
2016-9,12.714285714285714,26.642857142857142
2017-1,1.0,
2017-10,14.833333333333334,36.833333333333336
2017-11,28.13157894736842,45.71052631578947
2017-12,7.454545454545454,15.272727272727273
2017-13,11.222222222222221,28.22222222222222
2017-14,9.8,39.0
2017-15,13.047619047619047,28.38095238095238
2017-16,11.363636363636363,22.78787878787879
2017-17,12.222222222222221,39.75
2017-18,26.0,36.666666666666664
2017-19,15.4,32.5
2017-2,17.217391304347824,26.454545454545453
2017-20,12.756756756756756,34.58536585365854
2017-21,14.0,26.77777777777778
2017-22,25.6,37.4
2017-23,13.0,27.0
2017-24,17.184615384615384,
2017-25,18.25,32.25
2017-26,41.0,54.55555555555556
2017-27,34.0,53.42857142857143
2017-28,15.86046511627907,26.3953488372093
2017-29,19.263157894736842,34.36842105263158
2017-3,11.25,22.951219512195124
2017-30,15.384615384615385,24.692307692307693
2017-31,16.428571428571427,29.571428571428573
2017-32,22.318181818181817,35.86363636363637
2017-33,16.394736842105264,29.894736842105264
2017-34,27.25,36.0
2017-35,21.875,35.5
2017-36,22.5,30.5
2017-37,15.169811320754716,27.925925925925927
2017-38,14.153846153846153,31.923076923076923
2017-39,18.333333333333332,43.0
2017-4,10.2,15.6
2017-40,21.0,42.0
2017-41,23.431818181818183,54.56818181818182
2017-42,17.379310344827587,47.10344827586207
2017-43,19.90909090909091,51.72727272727273
2017-44,14.5,25.25
2017-45,18.333333333333332,32.2962962962963
2017-46,21.875,43.5
2017-47,30.76923076923077,44.69230769230769
2017-48,21.0,45.5
2017-49,13.181818181818182,47.18181818181818
2017-5,16.0,22.0
2017-50,16.176470588235293,54.5
2017-51,9.5,30.5
2017-52,49.35294117647059,66.61111111111111
2017-6,9.583333333333334,20.666666666666668
2017-7,9.76595744680851,24.113636363636363
2017-8,7.875,17.125
2017-9,12.25,21.75
2018-1,37.07692307692308,49.15384615384615
2018-10,13.952380952380953,21.571428571428573
2018-11,11.972972972972974,18.35135135135135
2018-12,10.2,18.8
2018-13,18.272727272727273,31.545454545454547
2018-14,13.777777777777779,26.22222222222222
2018-15,16.41176470588235,40.92156862745098
2018-16,8.071428571428571,23.357142857142858
2018-17,29.88888888888889,49.333333333333336
2018-18,19.4,42.8
2018-19,15.8,30.275
2018-2,15.232558139534884,28.046511627906977
2018-20,11.454545454545455,28.0
2018-21,9.076923076923077,18.083333333333332
2018-22,12.375,21.75
2018-23,20.444444444444443,43.416666666666664
2018-24,17.5,38.0
2018-25,11.4,23.466666666666665
2018-26,12.666666666666666,28.333333333333332
2018-27,19.90909090909091,42.0
2018-28,17.258064516129032,34.225806451612904
2018-29,14.166666666666666,31.833333333333332
2018-3,25.764705882352942,61.11764705882353
2018-30,18.444444444444443,44.22222222222222
2018-31,11.0,24.0
2018-32,18.0,35.8
2018-33,10.75,23.625
2018-34,21.25,36.125
2018-35,14.0,32.0
2018-36,18.6,32.1764705882353
2018-37,15.625,34.125
2018-38,15.125,35.75
2018-39,21.0,35.0
2018-4,13.444444444444445,33.0
2018-40,12.6,27.7
2018-41,11.695652173913043,27.304347826086957
2018-42,10.0,30.166666666666668
2018-43,20.333333333333332,40.333333333333336
2018-44,10.0,43.0
2018-45,17.62962962962963,36.74074074074074
2018-46,12.5,49.0
2018-47,26.25,54.0
2018-49,6.285714285714286,13.380952380952381
2018-5,12.666666666666666,37.0
2018-50,15.8,27.0
2018-51,23.75,57.75
2018-52,25.0,53.5
2018-6,20.973684210526315,41.76315789473684
2018-7,11.75,28.2
2018-8,7.769230769230769,23.615384615384617
2018-9,16.666666666666668,26.0
2019-1,15.5,31.083333333333332
2019-10,5.2631578947368425,12.31578947368421
2019-11,12.4,33.8
2019-12,7.5,22.0
2019-14,7.666666666666667,15.708333333333334
2019-15,14.444444444444445,34.666666666666664
2019-16,15.0,32.0
2019-17,28.5,54.5
2019-18,20.545454545454547,38.45454545454545
2019-19,7.294117647058823,16.294117647058822
2019-2,10.375,22.375
2019-20,4.0,10.0
2019-21,8.6,16.8
2019-23,17.285714285714285,25.392857142857142
2019-24,14.5,34.0
2019-25,12.285714285714286,20.0
2019-26,17.0,29.0
2019-27,22.0,38.125
2019-28,18.0,31.75
2019-29,14.2,25.2
2019-3,8.875,17.75
2019-30,15.0,33.0
2019-31,13.823529411764707,30.294117647058822
2019-32,17.75,33.5
2019-33,18.5,29.25
2019-34,14.0,27.0
2019-36,15.777777777777779,33.130434782608695
2019-37,14.0,34.75
2019-38,16.0,37.0
2019-39,8.0,22.0
2019-40,13.28,36.48
2019-41,16.833333333333332,31.333333333333332
2019-42,17.25,45.625
2019-43,9.0,38.0
2019-44,13.941176470588236,42.35294117647059
2019-45,21.833333333333332,53.5
2019-46,22.571428571428573,42.42857142857143
2019-48,6.909090909090909,13.090909090909092
2019-49,8.9375,17.75
2019-5,12.222222222222221,20.0
2019-50,8.5,24.5
2019-51,7.666666666666667,15.833333333333334
2019-52,17.0,29.0
2019-6,6.375,13.208333333333334
2019-7,4.0,12.333333333333334
2019-8,5.0,15.166666666666666
2019-9,8.0,31.0
2020-1,22.72222222222222,38.611111111111114
2020-10,10.25,24.125
2020-11,4.375,8.875
2020-12,11.5,35.5
2020-13,10.0,23.7
2020-14,10.222222222222221,24.962962962962962
2020-15,9.0,18.0
2020-16,6.8,18.0
2020-17,15.0,28.5
2020-18,15.428571428571429,30.4
2020-19,15.88888888888889,40.44444444444444
2020-2,5.333333333333333,16.666666666666668
2020-20,7.333333333333333,24.333333333333332
2020-21,6.0,27.0
2020-22,9.11111111111111,19.612903225806452
2020-23,9.2,27.09090909090909
2020-24,10.285714285714286,22.857142857142858
2020-25,14.0,31.0
2020-26,10.571428571428571,15.857142857142858
2020-27,50.25,63.75
2020-28,16.75,30.0
2020-29,16.833333333333332,30.333333333333332
2020-3,15.125,31.0
2020-30,12.5,21.0
2020-31,12.533333333333333,28.133333333333333
2020-32,12.545454545454545,28.363636363636363
2020-33,11.0,28.285714285714285
2020-34,31.0,36.5
2020-35,14.535714285714286,32.392857142857146
2020-36,16.0,29.0
2020-37,39.0,70.7
2020-38,56.0,84.5
2020-39,17.73913043478261,33.0
2020-4,17.0,36.0
2020-40,20.15625,44.15625
2020-41,29.176470588235293,45.05882352941177
2020-42,14.0,40.0
2020-43,12.291666666666666,25.5
2020-44,23.022222222222222,58.977777777777774
2020-45,25.3,49.2
2020-46,14.882352941176471,33.705882352941174
2020-47,15.961538461538462,35.34615384615385
2020-48,17.903846153846153,43.11538461538461
2020-49,11.894736842105264,37.73684210526316
2020-5,9.565217391304348,38.130434782608695
2020-50,18.176470588235293,49.578947368421055
2020-51,10.181818181818182,31.0
2020-52,13.764705882352942,31.19607843137255
2020-53,8.74074074074074,17.0
2020-6,6.125,35.625
2020-7,14.5,41.0
2020-8,21.0,43.0
2020-9,10.833333333333334,30.22222222222222
2021-1,19.4,39.333333333333336
2021-10,4.111111111111111,10.555555555555555
2021-11,8.333333333333334,14.333333333333334
2021-12,10.625,26.78787878787879
2021-13,13.0,30.0625
2021-14,14.88888888888889,37.77777777777778
2021-15,13.0,28.5
2021-16,13.5,20.7
2021-17,17.181818181818183,33.09090909090909
2021-18,18.5,32.0
2021-19,10.0,13.0
2021-2,11.0,34.0
2021-20,16.285714285714285,27.714285714285715
2021-21,16.88235294117647,31.58823529411765
2021-22,15.75,25.0
2021-23,7.571428571428571,11.571428571428571
2021-24,23.25,25.5
2021-25,13.0,22.34375
2021-26,17.88888888888889,26.77777777777778
2021-27,18.555555555555557,29.77777777777778
2021-28,17.333333333333332,23.0
2021-29,23.866666666666667,39.8
2021-3,10.714285714285714,17.333333333333332
2021-30,18.875,25.5
2021-31,18.8,35.6
2021-32,14.666666666666666,25.666666666666668
2021-33,12.142857142857142,21.428571428571427
2021-34,17.65,29.55
2021-35,25.0,45.0
2021-36,19.0,30.375
2021-37,14.0,33.5
2021-38,13.708333333333334,30.041666666666668
2021-39,10.714285714285714,27.714285714285715
2021-4,5.055555555555555,11.1875
2021-40,13.333333333333334,26.666666666666668
2021-41,12.0,41.5
2021-42,12.88888888888889,31.27777777777778
2021-43,11.071428571428571,24.133333333333333
2021-44,25.75,33.5
2021-45,21.5,38.0
2021-46,40.375,57.5625
2021-47,8.0,38.5
2021-48,37.857142857142854,51.285714285714285
2021-5,15.0,27.0
2021-50,10.055555555555555,22.5
2021-51,19.136363636363637,35.27272727272727
2021-52,8.666666666666666,9.0
2021-53,19.444444444444443,30.444444444444443
2021-6,26.428571428571427,36.0
2021-7,10.625,29.625
2021-8,12.709677419354838,32.096774193548384
2021-9,8.4,26.4
2022-1,12.666666666666666,26.833333333333332
2022-11,9.361538461538462,20.0
2022-12,11.88888888888889,29.11111111111111
2022-13,11.8,21.0
2022-14,13.733333333333334,23.0
2022-15,9.31111111111111,21.555555555555557
2022-16,9.53125,21.8125
2022-17,11.9,31.0
2022-18,14.171428571428573,31.857142857142858
2022-19,10.55,32.0
2022-2,4.666666666666667,17.5
2022-20,15.55625,30.875
2022-21,18.515384615384615,34.46153846153846
2022-22,18.2,38.166666666666664
2022-23,14.3,30.5
2022-24,11.705263157894738,26.526315789473685
2022-25,16.98,31.6
2022-26,11.440000000000001,21.6
2022-27,11.0,21.5
2022-28,12.65,21.333333333333332
2022-29,13.823999999999998,24.68
2022-3,11.53125,25.181818181818183
2022-30,16.825,29.25
2022-31,8.25,16.5
2022-32,13.0,44.0
2022-33,11.866666666666665,28.444444444444443
2022-34,11.5,24.444444444444443
2022-35,16.89090909090909,45.27272727272727
2022-36,11.02,28.8
2022-37,13.390476190476189,29.11627906976744
2022-38,8.125806451612904,19.774193548387096
2022-39,13.59,27.1
2022-4,14.6,35.2
2022-41,9.918181818181818,16.681818181818183
2022-42,10.290322580645162,24.838709677419356
2022-43,11.6,33.0
2022-44,15.742857142857144,36.57142857142857
2022-45,10.166666666666666,19.11111111111111
2022-46,11.006666666666668,30.08695652173913
2022-47,10.846666666666666,25.0
2022-48,19.65833333333333,33.0
2022-49,3.8,
2022-5,9.36,37.0
2022-50,11.322222222222223,20.52173913043478
2022-51,17.01111111111111,30.38888888888889
2022-52,10.578947368421053,23.736842105263158
2022-6,6.366666666666667,26.333333333333332
2022-7,9.331578947368422,27.42105263157895
2022-8,9.120000000000001,25.4
2022-9,9.84,26.5
2023-1,8.133333333333333,14.333333333333334
2023-10,6.716666666666666,9.166666666666666
2023-11,11.993023255813954,18.86046511627907
2023-12,7.08,6.2
2023-13,5.5125,4.75
2023-14,8.2,13.0
2023-15,16.024324324324322,25.08108108108108
2023-16,16.9,31.23076923076923
2023-17,23.9375,35.1875
2023-18,3.6333333333333333,9.666666666666666
2023-19,14.515,27.15
2023-2,7.685294117647059,19.264705882352942
2023-20,20.9875,28.466666666666665
2023-21,,15.5
2023-22,,13.375
2023-23,,16.833333333333332
2023-24,10.5,14.513513513513514
2023-25,10.704,21.52
2023-26,10.7125,19.375
2023-27,18.425,28.75
2023-28,14.069999999999999,25.75
2023-29,14.139130434782608,21.434782608695652
2023-3,6.74102564102564,12.794871794871796
2023-30,16.933333333333334,30.77777777777778
2023-31,15.9,28.5
2023-32,7.8517241379310345,16.896551724137932
2023-33,8.575,20.9375
2023-34,11.746666666666666,23.6
2023-36,12.48235294117647,28.941176470588236
2023-37,11.902702702702703,28.27027027027027
2023-38,9.490909090909092,18.333333333333332
2023-39,21.90909090909091,35.45454545454545
2023-4,9.1,20.3
2023-40,16.91111111111111,36.0
2023-41,12.807317073170733,34.951219512195124
2023-42,15.633333333333333,36.8
2023-43,9.233333333333333,19.666666666666668
2023-44,7.92,30.2
2023-45,9.665000000000001,26.825
2023-46,11.076190476190476,27.142857142857142
2023-47,10.822222222222223,26.5
2023-48,10.350000000000001,27.25
2023-49,11.545833333333334,29.375
2023-5,10.65,22.0
2023-50,14.038095238095238,30.642857142857142
2023-51,11.549999999999999,19.5
2023-52,22.96,28.4
2023-6,11.74705882352941,25.705882352941178
2023-7,9.414893617021276,22.425531914893618
2023-8,12.057142857142855,21.142857142857142
2023-9,8.72,11.8
2024-1,18.51153846153846,23.576923076923077
2024-10,10.520689655172415,19.20689655172414
2024-11,8.044444444444444,21.27777777777778
2024-12,7.0181818181818185,17.363636363636363
2024-14,8.427272727272728,13.272727272727273
2024-15,14.02608695652174,23.91304347826087
2024-16,11.557142857142859,18.571428571428573
2024-17,10.725,13.625
2024-18,12.576923076923077,23.384615384615383
2024-19,13.782222222222224,24.377777777777776
2024-2,10.681818181818182,18.75
2024-20,12.4,16.5
2024-21,13.175,22.875
2024-22,16.475,28.25
2024-23,14.876923076923077,19.82051282051282
2024-24,14.388,19.68
2024-25,17.855555555555554,33.666666666666664
2024-26,15.05,29.5
2024-27,13.852631578947367,21.736842105263158
2024-28,14.053658536585367,20.73170731707317
2024-29,10.0,17.5
2024-3,21.03684210526316,27.63157894736842
2024-30,13.836363636363636,25.636363636363637
2024-31,9.428571428571429,17.6
2024-32,15.405128205128204,29.923076923076923
2024-33,13.76,28.6
2024-34,14.375,30.5
2024-35,14.35,26.375
2024-36,17.157894736842106,43.10526315789474
2024-37,15.447619047619046,32.142857142857146
2024-38,8.277777777777779,17.88888888888889
2024-39,13.866666666666667,21.666666666666668
2024-4,7.945454545454546,12.363636363636363
2024-40,20.9375,32.53125
2024-41,20.66774193548387,30.129032258064516
2024-42,14.200000000000001,36.714285714285715
2024-43,17.8,34.0
2024-44,10.681818181818182,18.272727272727273
2024-45,12.114285714285714,30.571428571428573
2024-46,17.864285714285714,33.785714285714285
2024-47,13.985714285714284,25.0
2024-48,16.65,24.5
2024-49,28.21707317073171,41.58536585365854
2024-5,7.3500000000000005,10.75
2024-50,15.34705882352941,33.0
2024-51,12.5,33.0
2024-52,23.6875,29.5
2024-6,5.455,10.075
2024-7,12.447619047619046,22.666666666666668
2024-8,8.6375,18.125
2024-9,18.3,27.5
